"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"11-26-22 / 12:11 PM","Upper Concourse","408","17","2","360"
"11-26-22 / 12:11 PM","Upper Concourse","436","15","2","540"
"11-26-22 / 12:11 PM","Upper Concourse","450","20","4","445.5"
"11-26-22 / 04:56 AM","Field","B","5","2","2655"
"11-26-22 / 12:48 AM","Upper Concourse","407","1","3","697.5"
"11-25-22 / 10:07 PM","Club Mezzanine","C310","6","6","765.33"
"11-25-22 / 10:07 PM","Upper Concourse","449","23","2","436.5"
"11-25-22 / 05:07 AM","Main","242","15","1","630"
"11-25-22 / 05:07 AM","Club Main","C235","1","4","2250"
"11-24-22 / 10:59 PM","Upper Concourse","418","12","1","675"
"11-24-22 / 07:07 PM","Club Mezzanine","C334","3","6","726.53"
"11-24-22 / 07:07 PM","Mezzanine","329","8","3","698.4"
"11-24-22 / 03:38 PM","Upper Concourse","447","21","3","441"
"11-24-22 / 06:05 AM","Club Hall of Fame","C109","13","2","2063.68"
"11-24-22 / 03:07 AM","Upper Concourse","450","20","2","445.5"
"11-23-22 / 11:31 PM","Field","K","1","1","2700"
"11-23-22 / 11:31 PM","Upper Concourse","439","24","3","562.5"
"11-23-22 / 08:18 PM","Club Hall of Fame","C135","14","6","2327.03"
"11-23-22 / 08:18 PM","Upper Concourse","442","14","6","585"
"11-23-22 / 08:18 PM","Club Mezzanine","C339","14","2","630"
"11-23-22 / 08:18 PM","Hall of Fame","124","22","2","1331.33"
"11-23-22 / 08:18 PM","Main","218","12","2","868.15"
"11-23-22 / 06:15 AM","Upper Concourse","437","23","2","621"
"11-22-22 / 10:27 PM","Main","242","13","3","679.5"
"11-22-22 / 04:23 PM","Field","F","5","2","1350"
"11-22-22 / 04:23 PM","Mezzanine","319","9","2","798.3"
"11-22-22 / 04:23 PM","Main","222","13","2","882.7"
"11-22-22 / 01:00 PM","Upper Concourse","409","23","2","360"
"11-22-22 / 01:00 PM","Field","E","5","2","1565.1"
"11-22-22 / 10:18 AM","Upper Concourse","410","17","2","517.5"
"11-22-22 / 08:00 AM","Upper Concourse","421","24","2","475"
"11-22-22 / 03:58 AM","Hall of Fame","125","21","2","1129.5"
"11-22-22 / 01:34 AM","Hall of Fame","119","19","1","900"
"11-21-22 / 11:04 PM","Upper Concourse","408","9","1","562.5"
"11-21-22 / 11:04 PM","Hall of Fame","126","21","4","1744.2"
"11-21-22 / 11:04 PM","Upper Concourse","436","5","1","540"
"11-21-22 / 11:04 PM","Mezzanine","325","1","2","990"
"11-21-22 / 11:04 PM","Upper Concourse","404","5","6","693"
"11-21-22 / 11:04 PM","Main","226","14","4","1377"
"11-21-22 / 11:04 PM","Main","219","14","4","1652.4"
"11-21-22 / 11:04 PM","Club Hall of Fame","C114","19","2","1652.4"
"11-21-22 / 11:04 PM","Main","229","13","2","1285.2"
"11-21-22 / 11:04 PM","Club Main","C212","14","2","2019.6"
"11-21-22 / 11:04 PM","Main","225","15","1","674.15"
"11-21-22 / 11:04 PM","Upper Concourse","433","22","2","780.3"
"11-21-22 / 04:46 PM","Hall of Fame","121","22","2","1294.58"
"11-21-22 / 04:46 PM","Field","H","8","2","2136.14"
"11-21-22 / 04:46 PM","Field","J","19","2","1729"
"11-21-22 / 02:45 PM","Field","K","4","1","1618.2"
"11-21-22 / 02:45 PM","Upper Concourse","408","2","1","477.81"
"11-21-22 / 02:45 PM","Upper Concourse","444","29","4","592.2"
"11-21-22 / 02:45 PM","Upper Concourse","449","18","2","495"
"11-21-22 / 12:34 PM","Upper Concourse","441","22","1","517.5"
"11-21-22 / 09:52 AM","Mezzanine","342","11","1","629.1"
"11-21-22 / 09:52 AM","Mezzanine","343","1","2","675"
"11-20-22 / 11:58 PM","Club Mezzanine","C313","6","2","1215"
